Material,Material_desc,Productos_Por_Empaque,BrandPresRet,ProdKey,Brand,Presentation,MLSize,Returnability,Pack,Size,Flavor,Container,Ncb,ProductType,ProductCategory,SegAg,SegDet,GlobalCategory,GlobalSubcategory,BrandGrouper,GlobalFlavor
406,FANTA NARANJA 600 ML NR 12B,12,FANTA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
1163,JOYA FRESA 1.5 LTS NR 8B,8,JOYA 1.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,FRESA
784,COCA-COLA LIGHT 1 LT NR 6B,6,COCA-COLA LIGHT 1.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9434,COCA COLA LIGHT 1.5 LT NR 8B,8,COCA-COLA LIGHT 1.50 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
412,JOYA MANZANA 600 ML NR 12B,12,JOYA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MANZANA
1034,MX 500 ML RET VID 24B (12FNA12FFR),24,FANTA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,FANTA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,SURTIDA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,MIXTO
14318,CIEL AGUA PURIF 1.20 NR PET 12,12,CIEL AGUA PURIFICADA 1.00 L NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,1.2 LTS NR PET,1200,NO RETORNABLE,1.2 LTS,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
3403,COCA COLA 235ML LATA 4B,4,COCA-COLA 235 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,LATA,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9366,FZT NG DZO 453 LATA 6B INK ART,6,FUZE TEA 453 ML NO RETORNABLE,TE,FUZE TEA,LATA 453 ML,453,NO RETORNABLE,LATA,INDIVIDUAL,DURAZNO,LATA,1,TE,CATEGORIAS EN EXPANSION,TE,TE REGULAR,BEBIDAS EMERGENTES,TÉ LISTO PARA BEBER,FUZE TEA,DURAZNO
9161,DEL VALLE TOMATE JUG 1 LT TPK 4B,4,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,TOMATE,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,TOMATE
501,COCA-COLA 3 LTS NR 6B,6,COCA-COLA 3.00 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2023,COCA-COLA 1.5 LTS RET PET 12B,12,COCA-COLA 1.50 L RETORNABLE,COLAS REGULAR FAMILIAR RETORNABLE,COCA-COLA,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9120,DEL VALLE DURAZNO NECTAR 500 ML NR 6B,6,DEL VALLE 500 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,DURAZNO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,DURAZNO
14266,COSTA MOCHA ITAL 1 KG NR BOL 1,1,COSTA 1 KG NO RETORNABLE,NOT_SUGGESTED,COSTA,BOLSA 1 KG.,0,NO RETORNABLE,BOLSA 1 KG,FAMILIAR,MOCHA ITALIA,BOLSA,1,CAFE GRANO,CATEGORIAS EN EXPANSION,CAFE,CAFE,BEBIDAS EMERGENTES,BEBIDAS NO PREPARADAS,COSTA,MOCHA ITALIA
26,FRESCA 250 ML NR 12B,12,FRESCA 250 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FRESCA,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
8426,MIX 355 ML VID RET 24(JY6MZ6PO6DZ6FRE),24,JOYA 355 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,12 OZ. RET,355,RETORNABLE,12 OZ.,INDIVIDUAL,SURTIDA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MIXTO
9249,MX FS 250M NR 24(6FR6UV6MG6NA),24,FRUTSI 250 ML NO RETORNABLE,BEBIDAS INFANTILES,FRUTSI,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,SURTIDA,PLASTICO,1,BEBIDAS INFANTILES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,FRUTSI,MIXTO
14287,MIX 1.50 L PNR 6 (CIELEXP3JAM3FRESA),6,CIEL EXPRIM 1.50 L NO RETORNABLE,AGUA SABORIZADA,CIEL EXPRIM,1.5 LTS NR PET,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,SURTIDA,PLASTICO,1,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,CIEL,MIXTO
14375,SIDRAL MUNDET MZA 1.50 L RET PET 12 SPLA,12,SIDRAL MUNDET 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SIDRAL MUNDET,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
14096,SPRITE SIN AZUCAR 355 ML NR LAT 6,6,SPRITE 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE SIN AZUCAR,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,LIMA LIMON,LATA,0,SABORES LIGHT,REFRESCOS,SABORES,SABORES LIGHT,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
9716,COCA COLA SIN AZUCAR 500ML NRV 12B,12,COCA-COLA SIN AZUCAR 500 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,500 ML NR VIDRIO,500,NO RETORNABLE,500 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14439,DEL VALLE MANGO 400ML NR PET 6,6,DEL VALLE 400 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,MANGO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
4199,COCA-COLA SIN AZUCAR 355 ML NR LATA 12B,12,COCA-COLA SIN AZUCAR 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4036,SIDRAL MUNDET 400 ML NR 12B,12,SIDRAL MUNDET 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
9873,COCA-COLA SIN AZUCAR 235 NR VID 12B,12,COCA-COLA SIN AZUCAR 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,235 ML NR VID,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4209,DEL VALLE MANZANA 946 ML NR TPK 12,12,DEL VALLE 946 ML NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,MANZANA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
14317,COCA-COLA 250 ML NR PET 12,12,COCA-COLA 250 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14102,FANTA PINA 355ML LATA SLEEK 8,8,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,PIÑA,LATA SLEEK,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,PIÑA
14575,CIEL MINERALIZADA 355 ML NR LAT 12,12,CIEL MINERALIZADA 355 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,CIEL MINERALIZADA,LATA 355 ML,355,NO RETORNABLE,355 ML,INDIVIDUAL,AGUA MINERAL,LATA,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,CIEL,SIN SABOR
14523,COCA COLA S/A 8BIT 355 ML NR LSL 6,6,COCA-COLA SIN AZUCAR 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14587,COCA COLA S/A MARS 355ML NR LSL 6B,6,COCA-COLA SIN AZUCAR 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2680,FUZE TEA NEGRO LIMON LATA 453ML 6B,6,FUZE TEA 453 ML NO RETORNABLE,TE,FUZE TEA,LATA 453 ML,453,NO RETORNABLE,LATA,INDIVIDUAL,TE NEGRO,LATA,1,TE,CATEGORIAS EN EXPANSION,TE,TE REGULAR,BEBIDAS EMERGENTES,TÉ LISTO PARA BEBER,FUZE TEA,TÉ NEGRO
5003,COCA COLA LIGHT 235ML LATA 24B,24,COCA-COLA LIGHT 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
388,COCA-COLA LIGHT 2.5 LTS NR 8B,8,COCA-COLA LIGHT 2.50 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
602,COCA-COLA LIGHT LATA 6B MPK,6,COCA-COLA LIGHT 355 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14351,SPRITE 1.50 L NR PET 4,4,SPRITE 1.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SPRITE,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
4526,SCLARA HCAPPUCCINO 200ML TPK 4B,4,SANTA CLARA SABORIZADA 200 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,CAPPUCCINO,TETRA PACK,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,CAPPUCCINO
409,SPRITE 600 ML NR 24B,24,SPRITE 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
14513,FANTA SENZAO GUARANA 600ML NR PET 12,12,FANTA SENZAO 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA SENZAO,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,GUARANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SENZAO,GUARANÁ
9468,DEL VALLE Y NADA LIMON 1.5L NR 8B,8,DEL VALLE Y NADA 1.50 L NO RETORNABLE,ADAS FAMILIAR,DEL VALLE Y NADA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,MINERAL SABORIZADA,& NADA,LIMÓN
2227,VITAMINWATER ENERGY 500ML NR 6B,6,GLACEAU 500 ML NO RETORNABLE,BEBIDAS ENERGETICAS,GLACEAU,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,ENERGY,PLASTICO,1,AGUA FUNCIONAL,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,AGUA,AGUA FUNCIONAL,GLACÉAU VITAMINWATER,CÍTRICO TROPICAL
601,COCA-COLA LATA 6B,6,COCA-COLA 355 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9039,DEL VALLE DURAZNO NECTAR LATA 335 ML 6B,6,DEL VALLE 335 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,LATA 335 ML,335,NO RETORNABLE,LATA,INDIVIDUAL,DURAZNO,LATA,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,DURAZNO
14422,POWERADE FRUT ROJA 453 ML NR LAT 6,6,POWERADE 453 ML NO RETORNABLE,ISOTONICOS,POWERADE,LATA 453 ML,453,NO RETORNABLE,453 ML,INDIVIDUAL,FRUTAS,LATA,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS REGULAR,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,FRUTAS
1332,POWERADE LIMA LIMON 1 LTO NR 6B,6,POWERADE 1.00 L NO RETORNABLE,ISOTONICOS,POWERADE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,LIMA LIMON,PLASTICO,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS REGULAR,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,LIMA LIMÓN
372,COCA-COLA 2.5 LTS NR 8B,8,COCA-COLA 2.50 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9592,COCA COLA 235 ML NR VIDRIO 12B,12,COCA-COLA 235 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,235 ML NR VID,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14051,VALLE FRUT MANZANA 355ML PNR 12,12,VALLE FRUT NOT CITRUS 355 ML NO RETORNABLE,BEBIDAS REFRESCANTES,VALLE FRUT,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,MANZANA,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,MANZANA
14415,MONSTER ENERGY ORI 473 ML NR LAT 8 MPK,8,MONSTER ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 16 OZ.,473,NO RETORNABLE,473 ML,INDIVIDUAL,ENERGY,LATA,1,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,TAURINA + GINSENG
3689,STA CLARA LECHE DESLAC 750ML TPK6,6,SANTA CLARA ESPECIALIZADA 1.00 L NO RETORNABLE,LECHE UHT ESPECIALIZADA,SANTA CLARA DESLACTOSADA,750 ML TETRA,750,NO RETORNABLE,750 ML,FAMILIAR,LECHE DESLACTOSADA,TETRA PACK,1,LECHE UHT ESPECIALIZADA,LACTEOS,LECHE,LECHE UHT ESPECIALIZADA,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
625,FANTA NARANJA LATA 12B,12,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,NARANJA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
9053,FRUTSI MANGO 250 ML NR 6B,6,FRUTSI 250 ML NO RETORNABLE,BEBIDAS INFANTILES,FRUTSI,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,MANGO,PLASTICO,1,BEBIDAS INFANTILES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,FRUTSI,MANGO
14564,COCA COLA SIN AZUC 600 ML NR PET 4 MPK,4,COCA-COLA SIN AZUCAR 600 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,600 ML NR PET,600,NO RETORNABLE,600 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
476,FRESCA 600 ML NR 12B,12,FRESCA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FRESCA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
9566,DEL VALLE MANGO 237 NR PET 6,6,DEL VALLE 237 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,237 ML NR PET,237,NO RETORNABLE,237 ML,INDIVIDUAL,MANGO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
2757,SPRITE LATA 12OZ 4B MPK,4,SPRITE 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,LIMA LIMON,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
539,FANTA NARANJA 1 LTO NR 12B,12,FANTA 1.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
14230,VALLE FRUT CITRUS 3.00 L NR PET 2,2,VALLE FRUT 3.00 L NO RETORNABLE,NARANJADAS FAMILIAR,VALLE FRUT,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
9059,FRUTSI UVA 250 ML NR 6B,6,FRUTSI 250 ML NO RETORNABLE,BEBIDAS INFANTILES,FRUTSI,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,UVA,PLASTICO,1,BEBIDAS INFANTILES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,FRUTSI,UVA
14257,T CH HARD S FRES-GUAY 355ML NR LAT 6,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,FRESA-GUAYABA,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,FRESA GUAYABA
111,JOYA PONCHE 500 ML RET VID 24B,24,JOYA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,PONCHE,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
4481,DEL VALLE MANGO 1.00 L NR PET 6,6,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,MANGO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
1944,FRESCA 400 ML NR 12B,12,FRESCA 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FRESCA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
14291,T CH TWIST TORONJA 600 ML NR PET 6,6,TOPO CHICO TWIST 600 ML NO RETORNABLE,AGUA MINERAL CON SABOR,TOPO CHICO TWIST,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,TORONJA,PLASTICO,0,AGUA MINERAL,AGUA MINERAL CON SABOR,AGUA MINERAL CON SABOR,AGUA MINERAL CON SABOR,REFRESCOS,MINERAL SABORIZADA,TOPO CHICO,TORONJA
1207,COCA-COLA LIGHT SIN CAF 600 ML NR 12B,12,COCA-COLA LIGHT 600 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT SIN CAFEINA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9166,DEL VALLE PINA NECTAR LATA 335 ML 6B,6,DEL VALLE 335 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,LATA 335 ML,335,NO RETORNABLE,LATA,INDIVIDUAL,PIÑA,LATA,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,PIÑA
2638,SIDRAL MUNDET MANZ 355 ML RT VID 24,24,SIDRAL MUNDET 355 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,SIDRAL MUNDET,12 OZ. RET,355,RETORNABLE,12 OZ.,INDIVIDUAL,MANZANA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
